ISSN,SJR_Q,SJR_H,VHB,FNEGE,CoNRS,HCERE,CORE,sourc,DAEN,AJG,JCR,SNIP,SJR,CiteS,ABDC,VHB4,NF
23754702,Q2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Asian and Low-Resource Language Information Processing
15300226,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Asian Language Information Processing
15583430,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Asian Language Information Processing
15564665,Q1,42,NA,NA,NA,NA,B,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Autonomous and Adaptive Systems
15564703,Q1,42,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Autonomous and Adaptive Systems
19423454,Q1,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computation Theory
19423462,Q1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computation Theory
15293785,Q1,49,NA,NA,NA,NA,A,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computational Logic
1557945X,Q1,49,NA,NA,NA,NA,A,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computational Logic
10730516,Q2,95,B,3,4,B,A*,CORE2020,2,NA,NA,NA,NA,NA,A*,NA,ACM Transactions on Computer-Human Interactio
15577325,Q2,95,NA,3,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,A*,NA,ACM Transactions on Computer-Human Interactio
07342071,Q1,70,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computer Systems
15577333,Q1,70,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computer Systems
15314278,NA,NA,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,C,NA,ACM Transactions on Computing Educatio
19466226,Q1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Computing Educatio
2378962X,Q1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Cyber-Physical Systems
23789638,Q1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Cyber-Physical Systems
03625915,Q1,83,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Database Systems
15574644,Q1,83,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Database Systems
10844309,Q2,53,NA,NA,NA,NA,NA,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Design Automation of Electronic Systems
15577309,Q2,53,NA,NA,NA,NA,NA,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Design Automation of Electronic Systems
21678375,Q1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Economics and Computatio
21678383,Q1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Economics and Computatio
15399087,Q2,58,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Embedded Computing Systems
15583465,Q2,58,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Embedded Computing Systems
07300301,Q1,221,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Graphics
15577368,Q1,221,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Graphics
25739522,Q2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Human-Robot Interactio
10949224,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Information and System Security
10468188,Q1,84,B,NA,NA,NA,A,CORE2020,2,NA,NA,NA,NA,NA,C,NA,ACM Transactions on Information Systems
15582868,Q1,84,NA,NA,NA,NA,A,CORE2020,NA,NA,NA,NA,NA,NA,C,NA,ACM Transactions on Information Systems
21576904,Q1,65,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Intelligent Systems and Technology
21576912,Q1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Intelligent Systems and Technology
21606455,Q2,35,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Interactive Intelligent Systems
21606463,Q2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Interactive Intelligent Systems
15335399,Q1,59,NA,NA,NA,NA,B,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Internet Technology
15576051,Q1,59,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Internet Technology
15564681,Q1,60,NA,NA,NA,NA,B,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Knowledge Discovery from Data
1556472X,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Knowledge Discovery from Data
2158656X,Q1,33,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Management Information Systems
21586578,Q1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Management Information Systems
00983500,Q2,86,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Mathematical Software
15577295,Q2,86,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Mathematical Software
15581195,Q3,52,NA,NA,NA,NA,B,CORE2020,NA,3,36,32,59,34,B,NA,ACM Transactions on Modeling and Computer Simulatio
10493301,Q3,52,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,B,NA,ACM Transactions on Modeling and Computer Simulatio
23763647,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Modeling and Performance Evaluation of Computing Systems
23763639,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Modeling and Performance Evaluation of Computing Systems
15516857,Q1,51,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Multimedia Computing Communications and Applications
15516865,Q1,51,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Multimedia Computing Communications and Applications
23294957,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Parallel Computing
23294949,Q3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Parallel Computing
24712566,Q1,17,NA,NA,NA,NA,A,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Privacy and Security
24712574,Q1,17,NA,NA,NA,NA,A,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Privacy and Security
01640925,Q2,70,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Programming Languages and Systems
10574514,NA,NA,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Programming Languages and Systems
15584593,NA,NA,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Programming Languages and Systems
19367406,Q1,29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Reconfigurable Technology and Systems
19367414,Q1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Reconfigurable Technology and Systems
15504859,Q1,70,NA,NA,NA,NA,C,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Sensor Networks
15504867,NA,NA,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Sensor Networks
1049331X,Q1,80,NA,NA,NA,NA,A*,CORE2020,2,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Software Engineering and Methodology
15577392,Q1,80,NA,NA,NA,NA,A*,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Software Engineering and Methodology
23740361,Q1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Spatial Algorithms and Systems
23740353,Q1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Spatial Algorithms and Systems
15504875,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Speech and Language Processing
15504883,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Speech and Language Processing
15533077,Q3,45,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Storage
15533093,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on Storage
15591131,Q2,46,NA,NA,NA,NA,B,CORE2020,1,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on the Web
1559114X,NA,NA,NA,NA,NA,NA,B,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,ACM Transactions on the Web
1069529X,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ACM. SIGGRAPH Proceedings
21672121,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACM/IEEE International Conference on Human-Robot Interactio
14929732,Q2,39,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACME
0001494X,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACME  Annali della Facoltà di Studi Umanistici dellUniversità degli Studi di Milano
14487535,Q2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACORN
11307269,Q3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acotaciones
24443948,Q3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acotaciones
10637710,Q2,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acoustical Physics
15626865,Q2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acoustical Physics
13463969,Q3,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acoustical Science and Technology
13475177,Q3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acoustical Science and Technology
08146039,Q2,24,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acoustics Australia
0308437X,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acoustics Bulleti
1828454X,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acque Sotterranee - Italian Journal of Groundwater
22806458,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acque Sotterranee - Italian Journal of Groundwater
23057394,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACRN Journal of Finance and Risk Perspectives
03512851,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acrocephalus
15851923,Q1,19,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Across Languages and Cultures
15882519,Q1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Languages and Cultures
26921952,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Agricultural Science and Technology
25766422,Q1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Applied Bio Materials
26376113,Q1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Applied Electronic Materials
25740962,Q1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Applied Energy Materials
19448244,Q1,255,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ACS applied materials &amp; interfaces
19448252,Q1,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS applied materials &amp; interfaces
25740970,Q1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Applied Nano Materials
26376105,Q1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Applied Polymer Materials
23739878,Q1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Biomaterials Science and Engineering
21555435,Q1,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Catalysis
23747951,Q1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Central Science
23747943,Q1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Central Science
15548929,Q1,118,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACS chemical biology
15548937,Q1,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Chemical Biology
19487193,Q1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Chemical Neuroscience
21568952,Q1,84,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACS Combinatorial Science
21568944,Q1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Combinatorial Science
24723452,Q2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Earth and Space Chemistry
23808195,Q1,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Energy Letters
23738227,Q1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Infectious Diseases
21611653,Q1,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Macro Letters
26394979,Q1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Materials Letters
19485875,Q1,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Medicinal Chemistry Letters
19360851,Q1,413,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,ACS Nano
1936086X,Q1,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Nano
24701343,Q1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Omega
25759108,Q1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Pharmacology and Translational Science
23304022,Q1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Photonics
23793694,Q1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Sensors
21680485,Q1,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Sustainable Chemistry and Engineering
00976156,Q4,67,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACS Symposium Series
19475918,Q4,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Symposium Series
21615063,Q1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACS Synthetic Biology
10915397,Q3,23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ACSM's Health and Fitness Journal
1536593X,Q3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACSM's Health and Fitness Journal
13920316,Q4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Academiae Artium Vilnensis
1000503X,Q4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Academiae Medicinae Sinicae
00650897,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Academiae Regiae Gustavi Adolphi
05872405,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Academica
26814617,Q3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Acustica
10224793,Q3,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Acustica
00650900,Q2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta ad Archaeologiam et Artium Historiam Pertinentia
18460453,Q4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Adriatica
00015113,Q4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Adriatica
09064702,Q3,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Scandinavica - Section A: Animal Science
16511972,Q3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Scandinavica - Section A: Animal Science
09064710,Q2,39,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Scandinavica - Section B Soil and Plant Science
16511913,Q2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Scandinavica - Section B Soil and Plant Science
18541941,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Slovenica
15819175,Q3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agriculturae Slovenica
2300357X,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agrobotanica
00650951,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agrobotanica
00445959,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agronomica
01202812,Q4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agronomica
04963490,Q3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Agronomica Sinica
01393006,Q3,30,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Alimentaria
15882535,Q3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Alimentaria
00445967,Q2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Amazonica
00015164,Q4,27,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Anaesthesiologica Belgica
13996576,Q2,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Anaesthesiologica Scandinavica
00015172,Q2,112,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Anaesthesiologica Scandinavica
03535150,Q2,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Analytica
18746349,Q2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Analytica
05291356,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Anatomica Sinica
16443276,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Angiologica
1234950X,Q4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Angiologica
00445975,Q4,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Antiqua Academiae Scientiarum Hungaricae
15882543,Q4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Antiqua Academiae Scientiarum Hungaricae
01678019,Q2,45,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Applicandae Mathematicae
15729036,Q2,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Applicandae Mathematicae
00015202,Q4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Arachnologica
0065101X,Q2,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica
16000390,Q2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica
00015210,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica Academiae Scientiarum Hungaricae
15882551,Q3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica Academiae Scientiarum Hungaricae
24510300,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica Lodziensia
00650986,Q2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica Lodziensia
00650994,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Archaeologica Lundensia. Series in 8
17306264,Q2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Arithmetica
00651036,Q2,42,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Arithmetica
08606102,Q3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Asiatica Varsoviensia
24498653,Q3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Asiatica Varsoviensia
00945765,Q1,89,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Astronautica
00015237,Q2,64,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Astronomica
02544156,Q2,64,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Acta Automatica Sinica
18741029,Q2,64,NA,NA,NA,NA,C,CORE2020,NA,NA,NA,NA,NA,NA,NA,NA,Acta Automatica Sinica
22282009,Q2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Baltica Historiae et Philosophiae Scientiarum
22282017,Q2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Baltica Historiae et Philosophiae Scientiarum
00651044,Q3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Baltico-Slavica
17457270,Q2,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biochimica et Biophysica Sinica
16729145,Q2,62,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Biochimica et Biophysica Sinica
0001527X,Q2,83,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Biochimica Polonica
1734154X,Q2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biochimica Polonica
1726569X,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Bioethica
07175906,Q4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Bioethica
0120548X,Q3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Colombiana
19001649,Q3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Colombiana
00015296,Q4,32,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Cracoviensia Series Botanica
18980295,Q4,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Cracoviensia Series Botanica
02365383,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Hungarica
24121908,Q2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Sibirica
1588385X,Q4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Szegediensis
15884082,Q4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biologica Szegediensis
17427061,Q1,207,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,Acta Biomaterialia
03924203,Q2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biomedica
25879596,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biomedica Scientifica
25419420,Q4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biomedica Scientifica
03252957,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Bioquimica Clinica Latinoamericana
00015342,Q2,35,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Biotheoretica
15728358,Q2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Biotheoretica
08003831,Q1,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Acta Borealia
1503111X,Q1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Borealia
01023306,Q2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Botanica Brasilica
03650588,Q3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Botanica Croatica
18478476,Q3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Botanica Croatica
15882578,Q2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acta Botanica Hungarica
